Sport,Year,Year ID,Set ID,Set Name,Set Count
Baseball,1887,119695,generated_Baseball_1887_On Demand 3D,On Demand 3D,18
Baseball,1887,119695,generated_Baseball_1887_Transcendent Hall of Fame,Transcendent Hall of Fame,18
Baseball,1888,162726,generated_Baseball_1888_Series One,Series One,18
Baseball,1888,162726,generated_Baseball_1888_Series Two,Series Two,18
Baseball,1888,162726,generated_Baseball_1888_Update,Update,18
Baseball,1888,162726,generated_Baseball_1888_Chrome,Chrome,18
Baseball,1888,162726,generated_Baseball_1888_Chrome Update,Chrome Update,18
Baseball,1888,162726,generated_Baseball_1888_Heritage,Heritage,18
Baseball,1888,162726,generated_Baseball_1888_Stadium Club,Stadium Club,18
Baseball,1888,162726,generated_Baseball_1888_Allen & Ginter,Allen & Ginter,18
Baseball,1888,162726,generated_Baseball_1888_Gypsy Queen,Gypsy Queen,18
Baseball,1888,162726,generated_Baseball_1888_Opening Day,Opening Day,18
Baseball,1888,162726,generated_Baseball_1888_Big League,Big League,18
Baseball,1888,162726,generated_Baseball_1888_Fire,Fire,18
Baseball,1888,162726,generated_Baseball_1888_Finest,Finest,18
Baseball,1888,162726,generated_Baseball_1888_Tribute,Tribute,18
Baseball,1888,162726,generated_Baseball_1888_Tier One,Tier One,18
Baseball,1888,162726,generated_Baseball_1888_Clearly Authentic,Clearly Authentic,18
Baseball,1888,162726,generated_Baseball_1888_On Demand 3D,On Demand 3D,18
Baseball,1888,162726,generated_Baseball_1888_Transcendent Hall of Fame,Transcendent Hall of Fame,18
Baseball,1889,249991,generated_Baseball_1889_Series One,Series One,18
Baseball,1889,249991,generated_Baseball_1889_Series Two,Series Two,18
Baseball,1889,249991,generated_Baseball_1889_Update,Update,18
Baseball,1889,249991,generated_Baseball_1889_Chrome,Chrome,18
Baseball,1889,249991,generated_Baseball_1889_Chrome Update,Chrome Update,18
Baseball,1889,249991,generated_Baseball_1889_Heritage,Heritage,18
Baseball,1889,249991,generated_Baseball_1889_Stadium Club,Stadium Club,18
Baseball,1889,249991,generated_Baseball_1889_Allen & Ginter,Allen & Ginter,18
Baseball,1889,249991,generated_Baseball_1889_Gypsy Queen,Gypsy Queen,18
Baseball,1889,249991,generated_Baseball_1889_Opening Day,Opening Day,18
Baseball,1889,249991,generated_Baseball_1889_Big League,Big League,18
Baseball,1889,249991,generated_Baseball_1889_Fire,Fire,18
Baseball,1889,249991,generated_Baseball_1889_Finest,Finest,18
Baseball,1889,249991,generated_Baseball_1889_Tribute,Tribute,18
Baseball,1889,249991,generated_Baseball_1889_Tier One,Tier One,18
Baseball,1889,249991,generated_Baseball_1889_Clearly Authentic,Clearly Authentic,18
Baseball,1889,249991,generated_Baseball_1889_On Demand 3D,On Demand 3D,18
Baseball,1889,249991,generated_Baseball_1889_Transcendent Hall of Fame,Transcendent Hall of Fame,18
Baseball,1890,156171,generated_Baseball_1890_Series One,Series One,18
Baseball,1890,156171,generated_Baseball_1890_Series Two,Series Two,18
Baseball,1890,156171,generated_Baseball_1890_Update,Update,18
Baseball,1890,156171,generated_Baseball_1890_Chrome,Chrome,18
Baseball,1890,156171,generated_Baseball_1890_Chrome Update,Chrome Update,18
Baseball,1890,156171,generated_Baseball_1890_Heritage,Heritage,18
Baseball,1890,156171,generated_Baseball_1890_Stadium Club,Stadium Club,18
Baseball,1890,156171,generated_Baseball_1890_Allen & Ginter,Allen & Ginter,18
Baseball,1890,156171,generated_Baseball_1890_Gypsy Queen,Gypsy Queen,18
Baseball,1890,156171,generated_Baseball_1890_Opening Day,Opening Day,18
Baseball,1890,156171,generated_Baseball_1890_Big League,Big League,18
Baseball,1890,156171,generated_Baseball_1890_Fire,Fire,18
Baseball,1890,156171,generated_Baseball_1890_Finest,Finest,18
Baseball,1890,156171,generated_Baseball_1890_Tribute,Tribute,18
Baseball,1890,156171,generated_Baseball_1890_Tier One,Tier One,18
Baseball,1890,156171,generated_Baseball_1890_Clearly Authentic,Clearly Authentic,18
Baseball,1890,156171,generated_Baseball_1890_On Demand 3D,On Demand 3D,18
Baseball,1890,156171,generated_Baseball_1890_Transcendent Hall of Fame,Transcendent Hall of Fame,18
Baseball,1891,741185,generated_Baseball_1891_Series One,Series One,18
Baseball,1891,741185,generated_Baseball_1891_Series Two,Series Two,18
Baseball,1891,741185,generated_Baseball_1891_Update,Update,18
Baseball,1891,741185,generated_Baseball_1891_Chrome,Chrome,18
Baseball,1891,741185,generated_Baseball_1891_Chrome Update,Chrome Update,18
Baseball,1891,741185,generated_Baseball_1891_Heritage,Heritage,18
Baseball,1891,741185,generated_Baseball_1891_Stadium Club,Stadium Club,18
Baseball,1891,741185,generated_Baseball_1891_Allen & Ginter,Allen & Ginter,18
Baseball,1891,741185,generated_Baseball_1891_Gypsy Queen,Gypsy Queen,18
Baseball,1891,741185,generated_Baseball_1891_Opening Day,Opening Day,18
Baseball,1891,741185,generated_Baseball_1891_Big League,Big League,18
Baseball,1891,741185,generated_Baseball_1891_Fire,Fire,18
Baseball,1891,741185,generated_Baseball_1891_Finest,Finest,18
Baseball,1891,741185,generated_Baseball_1891_Tribute,Tribute,18
Baseball,1891,741185,generated_Baseball_1891_Tier One,Tier One,18
Baseball,1891,741185,generated_Baseball_1891_Clearly Authentic,Clearly Authentic,18
Baseball,1891,741185,generated_Baseball_1891_On Demand 3D,On Demand 3D,18
Baseball,1891,741185,generated_Baseball_1891_Transcendent Hall of Fame,Transcendent Hall of Fame,18
Baseball,1892,784931,generated_Baseball_1892_Series One,Series One,18
Baseball,1892,784931,generated_Baseball_1892_Series Two,Series Two,18
Baseball,1892,784931,generated_Baseball_1892_Update,Update,18
Baseball,1892,784931,generated_Baseball_1892_Chrome,Chrome,18
Baseball,1892,784931,generated_Baseball_1892_Chrome Update,Chrome Update,18
Baseball,1892,784931,generated_Baseball_1892_Heritage,Heritage,18
Baseball,1892,784931,generated_Baseball_1892_Stadium Club,Stadium Club,18
Baseball,1892,784931,generated_Baseball_1892_Allen & Ginter,Allen & Ginter,18
Baseball,1892,784931,generated_Baseball_1892_Gypsy Queen,Gypsy Queen,18
Baseball,1892,784931,generated_Baseball_1892_Opening Day,Opening Day,18
Baseball,1892,784931,generated_Baseball_1892_Big League,Big League,18
Baseball,1892,784931,generated_Baseball_1892_Fire,Fire,18
Baseball,1892,784931,generated_Baseball_1892_Finest,Finest,18
Baseball,1892,784931,generated_Baseball_1892_Tribute,Tribute,18
Baseball,1892,784931,generated_Baseball_1892_Tier One,Tier One,18
Baseball,1892,784931,generated_Baseball_1892_Clearly Authentic,Clearly Authentic,18
Baseball,1892,784931,generated_Baseball_1892_On Demand 3D,On Demand 3D,18
Baseball,1892,784931,generated_Baseball_1892_Transcendent Hall of Fame,Transcendent Hall of Fame,18
Baseball,1893,336728,generated_Baseball_1893_Series One,Series One,18
Baseball,1893,336728,generated_Baseball_1893_Series Two,Series Two,18
Baseball,1893,336728,generated_Baseball_1893_Update,Update,18
Baseball,1893,336728,generated_Baseball_1893_Chrome,Chrome,18
Baseball,1893,336728,generated_Baseball_1893_Chrome Update,Chrome Update,18
Baseball,1893,336728,generated_Baseball_1893_Heritage,Heritage,18
Baseball,1893,336728,generated_Baseball_1893_Stadium Club,Stadium Club,18
Baseball,1893,336728,generated_Baseball_1893_Allen & Ginter,Allen & Ginter,18
Baseball,1893,336728,generated_Baseball_1893_Gypsy Queen,Gypsy Queen,18
Baseball,1893,336728,generated_Baseball_1893_Opening Day,Opening Day,18
Baseball,1893,336728,generated_Baseball_1893_Big League,Big League,18
Baseball,1893,336728,generated_Baseball_1893_Fire,Fire,18
Baseball,1893,336728,generated_Baseball_1893_Finest,Finest,18
Baseball,1893,336728,generated_Baseball_1893_Tribute,Tribute,18
Baseball,1893,336728,generated_Baseball_1893_Tier One,Tier One,18
Baseball,1893,336728,generated_Baseball_1893_Clearly Authentic,Clearly Authentic,18
Baseball,1893,336728,generated_Baseball_1893_On Demand 3D,On Demand 3D,18
Baseball,1893,336728,generated_Baseball_1893_Transcendent Hall of Fame,Transcendent Hall of Fame,18
Baseball,1894,211989,generated_Baseball_1894_Series One,Series One,18
Baseball,1894,211989,generated_Baseball_1894_Series Two,Series Two,18
Baseball,1894,211989,generated_Baseball_1894_Update,Update,18
Baseball,1894,211989,generated_Baseball_1894_Chrome,Chrome,18
Baseball,1894,211989,generated_Baseball_1894_Chrome Update,Chrome Update,18
Baseball,1894,211989,generated_Baseball_1894_Heritage,Heritage,18
Baseball,1894,211989,generated_Baseball_1894_Stadium Club,Stadium Club,18
Baseball,1894,211989,generated_Baseball_1894_Allen & Ginter,Allen & Ginter,18
Baseball,1894,211989,generated_Baseball_1894_Gypsy Queen,Gypsy Queen,18
Baseball,1894,211989,generated_Baseball_1894_Opening Day,Opening Day,18
Baseball,1894,211989,generated_Baseball_1894_Big League,Big League,18
Baseball,1894,211989,generated_Baseball_1894_Fire,Fire,18
Baseball,1894,211989,generated_Baseball_1894_Finest,Finest,18
Baseball,1894,211989,generated_Baseball_1894_Tribute,Tribute,18
Baseball,1894,211989,generated_Baseball_1894_Tier One,Tier One,18
Baseball,1894,211989,generated_Baseball_1894_Clearly Authentic,Clearly Authentic,18
Baseball,1894,211989,generated_Baseball_1894_On Demand 3D,On Demand 3D,18
Baseball,1894,211989,generated_Baseball_1894_Transcendent Hall of Fame,Transcendent Hall of Fame,18
Baseball,1895,393905,generated_Baseball_1895_Series One,Series One,18
Baseball,1895,393905,generated_Baseball_1895_Series Two,Series Two,18
Baseball,1895,393905,generated_Baseball_1895_Update,Update,18
Baseball,1895,393905,generated_Baseball_1895_Chrome,Chrome,18
Baseball,1895,393905,generated_Baseball_1895_Chrome Update,Chrome Update,18
Baseball,1895,393905,generated_Baseball_1895_Heritage,Heritage,18
Baseball,1895,393905,generated_Baseball_1895_Stadium Club,Stadium Club,18
Baseball,1895,393905,generated_Baseball_1895_Allen & Ginter,Allen & Ginter,18
Baseball,1895,393905,generated_Baseball_1895_Gypsy Queen,Gypsy Queen,18
Baseball,1895,393905,generated_Baseball_1895_Opening Day,Opening Day,18
Baseball,1895,393905,generated_Baseball_1895_Big League,Big League,18
Baseball,1895,393905,generated_Baseball_1895_Fire,Fire,18
Baseball,1895,393905,generated_Baseball_1895_Finest,Finest,18
Baseball,1895,393905,generated_Baseball_1895_Tribute,Tribute,18
Baseball,1895,393905,generated_Baseball_1895_Tier One,Tier One,18
Baseball,1895,393905,generated_Baseball_1895_Clearly Authentic,Clearly Authentic,18
Baseball,1895,393905,generated_Baseball_1895_On Demand 3D,On Demand 3D,18
Baseball,1895,393905,generated_Baseball_1895_Transcendent Hall of Fame,Transcendent Hall of Fame,18
Baseball,1896,749768,generated_Baseball_1896_Series One,Series One,18
Baseball,1896,749768,generated_Baseball_1896_Series Two,Series Two,18
Baseball,1896,749768,generated_Baseball_1896_Update,Update,18
Baseball,1896,749768,generated_Baseball_1896_Chrome,Chrome,18
Baseball,1896,749768,generated_Baseball_1896_Chrome Update,Chrome Update,18
Baseball,1896,749768,generated_Baseball_1896_Heritage,Heritage,18
Baseball,1896,749768,generated_Baseball_1896_Stadium Club,Stadium Club,18
Baseball,1896,749768,generated_Baseball_1896_Allen & Ginter,Allen & Ginter,18
Baseball,1896,749768,generated_Baseball_1896_Gypsy Queen,Gypsy Queen,18
Baseball,1896,749768,generated_Baseball_1896_Opening Day,Opening Day,18
Baseball,1896,749768,generated_Baseball_1896_Big League,Big League,18
Baseball,1896,749768,generated_Baseball_1896_Fire,Fire,18
Baseball,1896,749768,generated_Baseball_1896_Finest,Finest,18
Baseball,1896,749768,generated_Baseball_1896_Tribute,Tribute,18
Baseball,1896,749768,generated_Baseball_1896_Tier One,Tier One,18
Baseball,1896,749768,generated_Baseball_1896_Clearly Authentic,Clearly Authentic,18
Baseball,1896,749768,generated_Baseball_1896_On Demand 3D,On Demand 3D,18
Baseball,1896,749768,generated_Baseball_1896_Transcendent Hall of Fame,Transcendent Hall of Fame,18
Baseball,1897,344825,generated_Baseball_1897_Series One,Series One,18
Baseball,1897,344825,generated_Baseball_1897_Series Two,Series Two,18
Baseball,1897,344825,generated_Baseball_1897_Update,Update,18
Baseball,1897,344825,generated_Baseball_1897_Chrome,Chrome,18
Baseball,1897,344825,generated_Baseball_1897_Chrome Update,Chrome Update,18
Baseball,1897,344825,generated_Baseball_1897_Heritage,Heritage,18
Baseball,1897,344825,generated_Baseball_1897_Stadium Club,Stadium Club,18
Baseball,1897,344825,generated_Baseball_1897_Allen & Ginter,Allen & Ginter,18
Baseball,1897,344825,generated_Baseball_1897_Gypsy Queen,Gypsy Queen,18
Baseball,1897,344825,generated_Baseball_1897_Opening Day,Opening Day,18
Baseball,1897,344825,generated_Baseball_1897_Big League,Big League,18
Baseball,1897,344825,generated_Baseball_1897_Fire,Fire,18
Baseball,1897,344825,generated_Baseball_1897_Finest,Finest,18
Baseball,1897,344825,generated_Baseball_1897_Tribute,Tribute,18
Baseball,1897,344825,generated_Baseball_1897_Tier One,Tier One,18
Baseball,1897,344825,generated_Baseball_1897_Clearly Authentic,Clearly Authentic,18
Baseball,1897,344825,generated_Baseball_1897_On Demand 3D,On Demand 3D,18
Baseball,1897,344825,generated_Baseball_1897_Transcendent Hall of Fame,Transcendent Hall of Fame,18
Baseball,1898,947906,generated_Baseball_1898_Series One,Series One,18
Baseball,1898,947906,generated_Baseball_1898_Series Two,Series Two,18
Baseball,1898,947906,generated_Baseball_1898_Update,Update,18
Baseball,1898,947906,generated_Baseball_1898_Chrome,Chrome,18
Baseball,1898,947906,generated_Baseball_1898_Chrome Update,Chrome Update,18
Baseball,1898,947906,generated_Baseball_1898_Heritage,Heritage,18
Baseball,1898,947906,generated_Baseball_1898_Stadium Club,Stadium Club,18
Baseball,1898,947906,generated_Baseball_1898_Allen & Ginter,Allen & Ginter,18
Baseball,1898,947906,generated_Baseball_1898_Gypsy Queen,Gypsy Queen,18
Baseball,1898,947906,generated_Baseball_1898_Opening Day,Opening Day,18
Baseball,1898,947906,generated_Baseball_1898_Big League,Big League,18
Baseball,1898,947906,generated_Baseball_1898_Fire,Fire,18
Baseball,1898,947906,generated_Baseball_1898_Finest,Finest,18
Baseball,1898,947906,generated_Baseball_1898_Tribute,Tribute,18
Baseball,1898,947906,generated_Baseball_1898_Tier One,Tier One,18
Baseball,1898,947906,generated_Baseball_1898_Clearly Authentic,Clearly Authentic,18
Baseball,1898,947906,generated_Baseball_1898_On Demand 3D,On Demand 3D,18
Baseball,1898,947906,generated_Baseball_1898_Transcendent Hall of Fame,Transcendent Hall of Fame,18
Baseball,1899,344051,generated_Baseball_1899_Series One,Series One,18
Baseball,1899,344051,generated_Baseball_1899_Series Two,Series Two,18
Baseball,1899,344051,generated_Baseball_1899_Update,Update,18
Baseball,1899,344051,generated_Baseball_1899_Chrome,Chrome,18
Baseball,1899,344051,generated_Baseball_1899_Chrome Update,Chrome Update,18
